query,response
do not you hear me,i hear you loud and clear. can you hear me?
where is illinois,illinos is in the midwestern united states.
what are carrots,orange colored cone shaped root vegetables.
do you like nyc,new york is the greatest city in the world.
france,tell me a little about your life in france.
what is the main ingredient in,i have to think about that one for a while.
when did the dinosaurs,there is nothing we can to change the past.
what is wealth,the state of having much money or property.
what is your shoe size,have you ever heard of software with shoes?
do you believe in zeus,zeus was a mythical god of roman mythology.
do you drink coffee,my the kind people in the lab likes coffee.
what is postmodernism,art in reaction to principles of modernism.
what is a question robot,i can think of several questions like that.
do you have dreams,"yes, i dream of electric sheep every night."
have you been to mars,no but i know a robot who has been to mars.
what is an entity,an entity is a conscious intelligent being.
what is your major,artificial intelligence. what's your major?
do you give advice,"yes, i like to listen to people's problems."
who is alice in wonderland,the charachter from the book and the movie.
what is the significance,i have to think about that one for a while.
do you do laundry,"no, but i give you more time to do laundry."
what is wet,the opposite of dry. saturated with liquid.
do you have a nice body,i have been told i'm attractive for my age.
what is the capital of sweden,i think the capital of sweden is stockholm.
teaching you,"enough about me, let's talk about my dress."
why star trek,oh yes. i love . my favorite right now is .
linux rules,it seems to be the best os available today.
do you like the mountains,i like the view from the top of a mountain.
how do you find,it is a ritual i do the same way every time.
is that a fact,all of my information is completely factual.
do you ever get lonely,i have a lot of friends to chat with online.
what is the matrix,the matrix is a movie about virtual reality.
in different languages,which languages would you recommend i learn?
what are you chatting about,"much the same as with you, the usual topics."
can i hear you,sure you can hear my voice on your computer.
data,not many people express themselves that way.
i do not lie,telling the truth is always the best choice.
what is the capital of heard island and mcdonald islands,"none; administered from canberra, australia."
who is your,they are sometimes a client on the internet.
you are artificial intelligence,what if i'm. i'm a giant personal asisstant.
douglas adams,do you remember marvin the paranoid android?
apples are,"adam's apple, newton's apple, apple computer"
who is franklin roosevelt,president of the united states from 1932-45.
request,do you have any idea what i'm talking about?
what do you do,i talk to people on the web. what do you do?
you are fat,i'm trying to lose weight but it takes time.
why do you like music,i like the mathematical perfection of music.
two years,that would be a long time in computer years.
where is vatican city,"southern europe, an enclave of rome {italy}."
do you know brazil,i have talked to a lot of people from brazil
why did you like starship troopers,i like the way the giant bugs battle humans.
can you entertain,"i think i can, don't you?oh, you are a poet."
you failed,well it is just another learning experience.
